0.077230047	0.024498886
0.074260118	0.026484346
0.070944016	0.029043086
0.067613431	0.031641849
0.06301654	0.034797048
0.057594866	0.038058183
0.052267413	0.041279433
0.047723069	0.044063589
0.043428943	0.046738914
0.039182923	0.049374877
0.035049868	0.051937299
0.031035186	0.054363653
0.027083857	0.056685746
0.023056113	0.058957748
0.019097661	0.061160056
0.015417566	0.063088728
0.012174123	0.064791288
0.009131038	0.066287532
0.006272679	0.067563954
0.003571678	0.06852521
0.000788077	0.069253807
-0.002063918	0.069792927
-0.00492594	0.070031419
-0.007680232	0.070079644
-0.010375988	0.069977818
-0.013040871	0.069638477
-0.015673378	0.069160249
-0.018243008	0.068440041
-0.020651534	0.067409825
-0.023062886	0.066104679
-0.025449493	0.064617798
-0.027865175	0.062893392
-0.03026595	0.060875408
-0.032609759	0.058635414
-0.0349749	0.056173573
-0.037299976	0.053560867
-0.039540252	0.050760764
-0.041655279	0.048004852
-0.043730266	0.045131353
-0.045863261	0.042155816
-0.047999841	0.039230792
-0.050101118	0.036309435
-0.052128625	0.033455254
-0.054104351	0.03068225
-0.055917987	0.028012936
-0.057652219	0.025450422
-0.059283199	0.022984573
-0.060774903	0.020763054
-0.062149398	0.018642382
-0.063331426	0.016701807
-0.064337751	0.014942718
-0.065236651	0.013407779
-0.065979657	0.0119151
-0.066473104	0.010538778
-0.066635376	0.009171468
-0.066407535	0.007695515
-0.065731404	0.006129307
-0.064694107	0.004457681
-0.06330829	0.002736871
-0.061492748	0.000902213
-0.059272823	-0.001069012
-0.05664167	-0.003157126
-0.053628013	-0.00537945
-0.050209097	-0.007609184
-0.046493883	-0.009894744
-0.042306735	-0.012371835
-0.037703432	-0.015000203
-0.032796565	-0.017776097
-0.027856224	-0.02056391
-0.02296824	-0.023270712
-0.018187336	-0.025942015
-0.013644424	-0.028608251
-0.009351759	-0.031280061
-0.005300086	-0.034136409
-0.001635106	-0.037085011
0.001578088	-0.040019681
0.004327618	-0.042940936
0.006667952	-0.045886938
0.008555596	-0.048923353
0.010027007	-0.052007251
0.010858395	-0.054913701
0.010955093	-0.057739137
0.010198158	-0.060603787
0.008917942	-0.06356306
0.007174895	-0.066603365
0.00490205	-0.069652882
0.002108446	-0.072656741
-0.001069803	-0.075603153
-0.004582777	-0.07824963
-0.008387848	-0.080701677
-0.012226321	-0.083022981
-0.016050349	-0.08516581
-0.019872378	-0.087101683
-0.024401395	-0.089349536
-0.029321484	-0.091671727
-0.033737005	-0.093592197
-0.037831786	-0.095066557
-0.041193106	-0.095990629
-0.043202475	-0.096598659
-0.044366197	-0.096659243
